Age	Attrition	BusinessTravel	Gender	JobLevel	JobRole	JobSatisfaction	MonthlyIncome	NumCompaniesWorked	OverTime	PercentSalaryHike	TotalWorkingYears	YearsAtCompany
27	No	Travel_Rarely	Female	2	Sales Executive	3	6500	0	No	14	9	8
48	No	Travel_Frequently	Female	4	Manager	4	17174	3	No	11	24	22
44	No	Travel_Rarely	Male	2	Healthcare Representative	1	5033	2	No	15	10	2
34	Yes	Non-Travel	Male	1	Research Scientist	1	2307	1	Yes	23	5	5
56	Yes	Travel_Rarely	Male	1	Laboratory Technician	4	2587	1	No	16	5	4
36	No	Travel_Rarely	Male	2	Sales Executive	2	5507	2	No	16	12	4
41	No	Travel_Rarely	Female	2	Sales Executive	2	4393	5	No	21	14	5
42	No	Travel_Rarely	Male	3	Research Director	1	13348	9	No	13	18	13
31	No	Travel_Rarely	Female	2	Sales Executive	4	6583	2	Yes	11	8	5
34	No	Travel_Rarely	Female	2	Sales Executive	4	8103	3	Yes	12	9	4
31	No	Travel_Rarely	Female	1	Laboratory Technician	3	3978	8	No	12	4	2
26	No	Travel_Frequently	Male	1	Laboratory Technician	4	2544	0	No	18	8	7
45	No	Travel_Frequently	Male	2	Healthcare Representative	3	5399	4	No	12	12	4
33	No	Travel_Rarely	Male	2	Sales Executive	3	5487	1	No	14	10	10
28	No	Travel_Frequently	Male	2	Sales Executive	4	6834	1	Yes	12	7	7
29	Yes	Travel_Frequently	Male	1	Sales Representative	1	1091	1	No	17	1	1
39	No	Non-Travel	Female	2	Sales Executive	3	5736	6	No	19	10	3
27	No	Travel_Rarely	Male	1	Research Scientist	2	2226	1	No	11	6	5
34	No	Travel_Frequently	Male	2	Research Scientist	4	5747	1	Yes	15	16	15
28	Yes	Travel_Rarely	Female	2	Sales Executive	3	9854	3	Yes	11	6	2
47	No	Non-Travel	Male	2	Research Scientist	2	5467	8	No	18	16	8
56	No	Travel_Rarely	Female	2	Sales Executive	1	5380	4	No	16	6	0
39	No	Travel_Rarely	Male	2	Manufacturing Director	1	5151	1	No	25	10	10
38	No	Travel_Frequently	Female	2	Research Scientist	2	2133	1	Yes	16	20	20
58	No	Travel_Rarely	Female	4	Manager	4	17875	4	Yes	13	29	1
32	Yes	Travel_Frequently	Female	1	Research Scientist	3	2432	3	Yes	14	8	4
38	No	Travel_Rarely	Male	1	Research Scientist	4	4771	2	No	19	10	5
49	No	Travel_Frequently	Male	5	Research Director	4	19161	3	No	15	28	5
42	No	Travel_Rarely	Male	2	Sales Executive	4	5087	3	Yes	12	14	0
27	Yes	Travel_Frequently	Female	1	Human Resources	2	2863	1	No	12	1	1
35	No	Travel_Rarely	Male	2	Sales Executive	1	5561	0	No	16	6	5
28	No	Non-Travel	Male	1	Research Scientist	3	2144	1	No	14	5	5
31	No	Non-Travel	Male	1	Research Scientist	1	3065	1	Yes	13	4	4
36	No	Non-Travel	Male	1	Laboratory Technician	2	2810	1	No	22	5	5
34	No	Travel_Rarely	Male	3	Sales Executive	4	9888	1	No	21	14	14
34	No	Travel_Rarely	Male	3	Sales Executive	3	8628	1	No	18	9	8
26	No	Travel_Rarely	Male	1	Laboratory Technician	1	2867	0	No	13	8	7
29	No	Travel_Rarely	Male	2	Healthcare Representative	1	5373	0	No	12	6	5
32	No	Non-Travel	Female	2	Healthcare Representative	4	6667	5	No	18	9	5
31	No	Travel_Frequently	Male	2	Research Scientist	1	5003	1	No	21	10	10
28	Yes	Travel_Rarely	Male	1	Laboratory Technician	4	2367	5	No	12	6	4
38	No	Travel_Rarely	Male	1	Sales Representative	1	2858	4	No	14	20	1
35	No	Travel_Rarely	Female	2	Sales Executive	4	5204	1	Yes	11	10	10
27	No	Travel_Rarely	Male	2	Sales Executive	4	4105	1	No	14	7	7
32	No	Travel_Rarely	Male	2	Manufacturing Director	4	9679	8	No	24	8	1
31	Yes	Travel_Frequently	Male	2	Sales Executive	4	5617	1	Yes	11	10	10
53	Yes	Travel_Rarely	Male	3	Sales Executive	1	10448	6	Yes	13	15	2
54	No	Travel_Rarely	Female	2	Research Scientist	3	2897	3	No	11	9	4
33	No	Travel_Frequently	Male	2	Healthcare Representative	3	5968	1	No	20	9	9
43	No	Travel_Rarely	Male	3	Healthcare Representative	3	7510	1	No	17	10	10
38	No	Travel_Frequently	Male	1	Human Resources	2	2991	0	Yes	11	7	6
55	No	Travel_Rarely	Male	5	Manager	2	19636	4	Yes	18	35	10
31	No	Travel_Rarely	Female	1	Laboratory Technician	4	1129	1	Yes	11	1	1
39	No	Travel_Rarely	Male	4	Sales Executive	1	13341	0	No	12	21	20
42	No	Non-Travel	Male	2	Research Scientist	3	4332	1	No	12	20	20
31	No	Non-Travel	Female	3	Research Director	3	11031	4	No	20	13	11
54	No	Travel_Rarely	Female	2	Manufacturing Director	1	4440	6	Yes	19	9	5
24	No	Travel_Rarely	Male	2	Healthcare Representative	3	4617	1	No	12	4	4
23	No	Travel_Rarely	Male	1	Laboratory Technician	4	2647	1	No	13	5	5
40	No	Travel_Frequently	Female	2	Laboratory Technician	3	6323	1	No	11	10	10
40	No	Travel_Rarely	Female	2	Sales Executive	2	5677	3	No	14	15	11
25	No	Travel_Rarely	Female	1	Human Resources	2	2187	4	No	14	6	2
30	No	Travel_Rarely	Male	1	Laboratory Technician	2	3748	1	No	13	12	12
25	No	Travel_Rarely	Male	1	Laboratory Technician	3	3977	6	Yes	19	7	2
47	No	Travel_Rarely	Male	3	Healthcare Representative	3	8633	2	No	23	25	17
33	No	Non-Travel	Male	1	Laboratory Technician	3	2008	1	No	12	1	1
38	No	Travel_Rarely	Male	2	Sales Executive	2	4440	0	No	15	16	15
31	No	Travel_Rarely	Male	1	Sales Representative	3	3067	0	No	19	3	2
38	No	Travel_Frequently	Male	2	Manufacturing Director	3	5321	2	No	11	10	8
42	No	Travel_Rarely	Male	2	Research Scientist	1	5410	6	Yes	17	9	4
41	No	Travel_Rarely	Male	1	Research Scientist	4	2782	3	No	22	12	5
47	No	Non-Travel	Female	3	Research Director	2	11957	0	No	18	14	13
35	No	Travel_Rarely	Male	1	Laboratory Technician	3	2660	7	Yes	11	5	2
22	No	Travel_Rarely	Male	1	Research Scientist	3	3375	0	No	12	4	3
35	No	Travel_Rarely	Male	2	Research Scientist	3	5098	1	No	19	10	10
33	No	Travel_Rarely	Female	2	Healthcare Representative	4	4878	0	Yes	13	10	9
32	No	Travel_Rarely	Female	1	Laboratory Technician	2	2837	1	No	13	6	6
40	No	Travel_Rarely	Male	1	Laboratory Technician	4	2406	8	No	19	8	1
32	No	Travel_Rarely	Male	1	Sales Representative	2	2269	0	No	14	3	2
39	No	Travel_Rarely	Male	2	Research Scientist	4	4108	7	No	13	18	7
38	No	Travel_Rarely	Female	3	Research Director	3	13206	3	No	12	20	18
32	No	Travel_Rarely	Female	3	Sales Executive	4	10422	1	No	19	14	14
37	No	Travel_Rarely	Female	3	Research Director	4	13744	1	Yes	25	16	16
25	No	Travel_Rarely	Female	2	Sales Executive	3	4907	0	Yes	22	6	5
52	No	Non-Travel	Male	1	Sales Representative	4	3482	2	No	15	16	9
44	No	Travel_Rarely	Male	1	Research Scientist	4	2436	6	Yes	12	6	4
21	No	Travel_Rarely	Male	1	Sales Representative	1	2380	1	Yes	11	2	2
39	No	Non-Travel	Male	5	Manager	4	19431	2	No	13	21	6
23	Yes	Travel_Frequently	Male	1	Sales Representative	1	1790	1	No	19	1	1
36	No	Travel_Rarely	Female	3	Sales Executive	4	7644	0	No	19	10	9
36	No	Travel_Frequently	Female	2	Manufacturing Director	2	5131	7	No	13	18	4
56	No	Non-Travel	Male	2	Healthcare Representative	3	6306	1	No	21	13	13
29	Yes	Travel_Rarely	Male	1	Research Scientist	4	4787	9	Yes	14	4	2
42	No	Travel_Rarely	Male	5	Manager	3	18880	5	No	11	24	22
56	Yes	Travel_Rarely	Male	1	Laboratory Technician	3	2339	8	No	11	14	10
41	No	Travel_Rarely	Female	4	Manufacturing Director	2	13570	0	No	23	21	20
34	No	Travel_Rarely	Female	2	Sales Executive	3	6712	1	No	21	8	8
36	No	Non-Travel	Male	2	Sales Executive	4	5406	1	No	24	15	15
41	No	Travel_Rarely	Male	2	Sales Executive	2	8938	2	No	11	14	5
32	No	Travel_Rarely	Male	1	Research Scientist	1	2439	1	No	14	4	4
35	No	Travel_Rarely	Female	3	Human Resources	4	8837	1	Yes	16	9	9
38	No	Travel_Rarely	Female	2	Sales Executive	4	5343	1	No	11	10	10
50	Yes	Travel_Frequently	Male	2	Sales Executive	3	6728	7	No	12	12	6
36	No	Travel_Rarely	Female	2	Sales Executive	4	6652	4	No	13	8	6
45	No	Travel_Rarely	Female	2	Sales Executive	3	4850	8	No	15	8	5
40	No	Travel_Rarely	Male	1	Research Scientist	3	2809	2	No	14	8	2
35	No	Travel_Frequently	Male	2	Healthcare Representative	3	5689	1	Yes	14	10	10
40	No	Travel_Rarely	Female	1	Research Scientist	3	2001	2	No	14	20	5
35	No	Travel_Rarely	Female	1	Research Scientist	4	2977	1	No	12	4	4
29	No	Travel_Rarely	Male	2	Laboratory Technician	2	4025	4	Yes	13	10	4
29	No	Travel_Rarely	Female	1	Research Scientist	1	3785	1	No	14	5	5
50	Yes	Travel_Rarely	Male	3	Sales Executive	1	10854	4	Yes	13	20	3
39	No	Travel_Rarely	Female	4	Sales Executive	4	12031	0	No	11	21	20
31	No	Non-Travel	Male	2	Manufacturing Director	1	9936	0	No	19	10	9
26	No	Travel_Rarely	Female	1	Sales Representative	3	2966	0	No	18	5	4
36	No	Travel_Frequently	Male	2	Laboratory Technician	4	2571	4	No	17	17	5
39	No	Travel_Rarely	Male	3	Healthcare Representative	1	9991	4	No	15	9	7
27	No	Travel_Rarely	Male	2	Manufacturing Director	2	6142	1	Yes	20	6	6
49	No	Travel_Frequently	Male	2	Sales Executive	2	5390	2	No	14	17	9
34	No	Travel_Rarely	Male	2	Laboratory Technician	3	4404	2	No	12	6	4
